step,globalrag_qwen2.5-3b-it_T_100-critic/rewards/mean_step
264,0.003125000046566129
265,0.004687500186264515
266,0.001562500023283064
267,0
268,0
269,0
270,0
271,0.001562500023283064
272,0.003125000046566129
273,0.006250000093132257
274,0.001562500023283064
275,0.006250000093132257
276,0.001562500023283064
277,0
278,0.001562500023283064
279,2.1692255630645356e-11
280,3.5017478500209975e-11
281,0
282,1.745566907164486e-12
283,2.8839458598994835e-11
284,0.003125000046566129
285,5.309793403573959e-12
286,0.0078125
287,0.02187499962747097
288,0
289,0.003125000046566129
290,0.003125000046566129
291,0
292,0.001562500023283064
293,0
294,0
295,0.006250000093132257
296,0
297,0.001562500023283064
298,0
299,0
300,0
301,0.001562500023283064
302,0
303,0
304,0.001562500023283064
305,0.001562500023283064
306,0
307,0.001562500023283064
308,0.004687500186264515
309,0.01250000018626451
310,0.00937500037252903
311,0
312,0.00937500037252903
313,0.004687500186264515
314,0.001562500023283064
315,0
316,0.0078125
317,0.001562500023283064
318,0
319,0.001562500023283064
320,0.003125000046566129
321,0.006250000093132257
322,0.001562500023283064
323,0.001562500023283064
324,0
325,0.006250000093132257
326,0.001562500023283064
327,0.001562500023283064
328,0
329,0.004687500186264515
330,0.02031249925494194
331,0.01250000018626451
332,0.001562500023283064
333,0.001562500023283064
334,0
335,0
336,0.01093749981373549
337,0.01875000074505806
338,0.0078125
339,0.004687500186264515
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
