step,grad_norm
1,0.7550575256347656
2,0.8025569319725037
3,0.7719969272613525
4,0.77517529129982
5,0.8072696805000306
6,0.7840737998485565
7,0.7858278274536132
9,0.7667727112770081
10,0.7603120088577271
11,0.833794230222702
12,0.7876740336418152
13,0.8066341042518616
14,0.7736727952957153
15,0.7699473977088929
16,0.7689411520957947
17,0.7460127770900726
18,0.7851229429244995
19,0.753613007068634
20,0.7297641515731812
21,0.754319018125534
22,0.7882486462593079
23,0.7479867994785309
24,0.7485571682453156
25,0.7047782719135285
26,0.7156598925590515
27,0.7262553989887237
28,0.7031913459300995
29,0.7195199370384217
30,0.6840029239654541
31,0.6847833216190338
32,0.6782637417316437
33,0.6666635751724244
34,0.6788461208343506
35,0.6872111439704895
36,0.6770896673202514
37,0.6904175162315369
38,0.6728011131286621
39,0.6621855616569519
40,0.6775388777256012
41,0.693123322725296
42,0.6603967189788819
43,0.6488084256649017
44,0.6629527390003205
45,0.6711406350135803
46,0.6486159980297088
47,0.6438775777816772
48,0.6546843469142913
49,0.6509798467159271
50,0.657844877243042
51,0.638405728340149
52,0.6772863745689393
53,0.682844603061676
54,0.6342756986618042
55,0.6620990753173828
56,0.6568306386470795
57,0.6918883919715881
58,0.6501495778560639
59,0.6786049544811249
60,0.6232548534870148
61,0.6312605321407319
62,0.6495071351528168
63,0.6600742101669311
64,0.7401738345623017
65,0.6982387483119965
66,0.6963931977748871
67,0.6726686716079712
68,0.6685508728027344
69,0.6662032127380371
70,0.6769505858421325
71,0.6759299099445343
72,0.7212746262550354
73,0.6732179462909699
74,0.6956389725208283
75,0.6804420948028564
76,0.7456908881664276
77,0.7064171731472015
78,0.8055001139640808
79,0.7314734518527984
80,0.6692421734333038
81,0.7369196593761445
82,0.719200611114502
83,0.7721841096878052
84,0.7755544722080231
85,0.7965341150760651
86,0.7760496020317078
87,0.7488259613513947
88,0.7449304521083832
89,0.794534194469452
90,0.7412656247615814
91,0.7704240024089813
92,1.023884218931198
93,0.7199500203132629
94,0.7260115563869476
95,0.8098330140113831
96,0.7881489396095276
97,0.7321848750114441
98,0.7601522505283356
99,0.6997880160808563
100,0.885484117269516
101,0.7374349236488342
102,0.7863985478878022
103,0.6866580307483673
104,0.8262025952339173
105,0.7276883900165558
106,0.8791230738162994
107,0.7744944393634796
108,0.8166869580745697
109,1.133995300531387
110,1.513315296173096
111,1.084513181447983
112,0.9145449340343476
113,2.388004207611084
114,1.338153332471848
115,1.437700349092484
116,2.191942948102951
117,1.161318427324295
118,2.517938935756683
119,1.04958330988884
120,1.302133643627167
121,1.160232418775558
122,1.167951685190201
123,1.046774512529373
124,1.145273876190186
125,1.64722728729248
126,1.381581997871399
127,1.083804094791412
128,1.31334981918335
129,0.8674764215946198
130,1.5123191177845001
131,1.9713883578777311
132,3.021183598041534
133,0.9891372621059418
134,1.4552460014820099
135,1.549811732769012
136,1.207380878925324
137,1.1503147840499879
138,1.671407663822174
139,1.654691243171692
140,1.4345437645912171
141,1.675264358520508
142,1.565481787919998
143,1.924175953865051
144,2.463258665800095
145,2.322883993387222
146,1.833913826942444
147,1.302979153394699
148,1.275334733724594
149,1.233922988176346
150,1.018922126293182
151,1.198372560739517
152,1.07311851978302
153,0.92829709649086
154,1.322037488222122
155,1.088782113790512
156,0.8663161158561706
157,1.204938733577728
158,1.197360467910767
159,1.265697580575943
160,2.7048642158508303
161,1.551964551210403
162,1.304459363222122
163,0.8956268399953842
164,1.081601971387863
165,1.362342840433121
166,1.103785252571106
167,1.042471039295197
168,1.228540176153183
169,1.358834958076477
170,1.415261113643646
171,0.9850836336612702
172,1.148075604438782
173,0.9546885311603546
174,1.21747173666954
175,0.9154796481132508
176,0.9955588579177856
