step,rewards,m,rewards_scaled
45,0.93489807844162,1.8,0.5193878213564556
46,0.9363781809806824,1.760033300033696,0.5320229912483788
47,0.8989408612251282,1.7202656043000355,0.5225593414052484
48,0.9694563150405884,1.6808919731013456,0.5767511122394641
49,0.8431724309921265,1.6420997438200768,0.5134721165174921
50,0.7871115207672119,1.6040650700770327,0.4906979993831623
51,0.7743350267410278,1.5669499100387272,0.4941670577854592
52,0.7310425639152527,1.5308995645309342,0.4775248362809766
53,0.828508734703064,1.4960408301958201,0.5538008842944605
54,0.7287241220474243,1.4624807957999937,0.49827944690979953
55,0.7023409605026245,1.430306274191992,0.4910423544771141
56,0.7160680890083313,1.3995838310478117,0.5116292951685789
57,0.6905465126037598,1.370360346401572,0.5039160060469243
58,0.6734727025032043,1.3426640271319061,0.501594359343807
59,0.6427201628684998,1.3165057783062692,0.48820155099917734
60,0.6404389142990112,1.29188083809017,0.49574147662550144
61,0.6016756892204285,1.2687705837857208,0.47421945063162324
62,0.6980989575386047,1.2471444241336556,0.5597579109761469
63,0.6816969513893127,1.2269617038407805,0.5555975783558561
64,0.5925538539886475,1.2081735589807967,0.49045424772291824
65,0.5735145211219788,1.1907246752353882,0.4816516639403678
66,0.516725480556488,1.1745549139129807,0.4399330115907809
67,0.614629864692688,1.1596007825914962,0.5300357449907048
68,0.5262216329574585,1.1457967376237699,0.4592626385450985
69,0.5479782819747925,1.1330763143902758,0.4836199248147441
70,0.5350128412246704,1.1213730880339896,0.477105119548271
71,0.5390190482139587,1.1106214725493548,0.48533101649536614
72,0.5629400014877319,1.1007573696911943,0.5114115217285883
73,0.5086881518363953,1.09171868143819,0.4659516782897479
74,0.5373441576957703,1.0834457009254683,0.49595854894876257
75,0.5017467737197876,1.0758813970841068,0.4663588152742859
76,0.4884685575962067,1.0689716079057379,0.4569518535232041
77,0.5138899087905884,1.062665156474823,0.48358592135956946
78,0.5143070220947266,1.056913902836218,0.48661203217649873
79,0.471670925617218,1.0516727435175208,0.4484959114178659
80,0.4363614916801453,1.04689956920217,0.41681313520139407
81,0.4387089610099792,1.0425551897229854,0.4208016662662697
82,0.4532141089439392,1.0386032342682707,0.4363688596283287
83,0.4336508810520172,1.0350100334978087,0.41898229680585536
84,0.4943147599697113,1.031744489174524,0.4791057913623572
85,0.440318763256073,1.0287779359393465,0.4280017561360616
86,0.4954411387443542,1.0260839989943056,0.482846569315914
87,0.4569062292575836,1.0236384507092369,0.4463550865454616
88,0.4693669676780701,1.0214190685242637,0.4595243834210056
89,0.5022109746932983,1.0194054959748389,0.4926508407854356
90,0.4584223628044128,1.0175791082089491,0.4505029231695671
91,0.5452152490615845,1.015922882987047,0.5366699167741219
92,0.4766135215759277,1.0144212778445565,0.4698378592655673
93,0.4601240158081055,1.013060113845056,0.4541922137884899
94,0.5062094926834106,1.0118264661508511,0.5002927968558799
95,0.4283984303474426,1.0107085614788558,0.4238595047820863
96,0.5214511752128601,1.0096956823865346,0.5164438991957941
97,0.4533972144126892,1.0087780782391207,0.4494518905526969
98,0.4576461911201477,1.0079468826400912,0.4540380043851576
99,0.4633031785488129,1.0071940370575059,0.4599939649189569
100,0.4878303110599518,1.0065122203454338,0.48467400712981806
101,0.4671711921691895,1.0058947838390975,0.46443345733058106
102,0.4791709780693054,1.0053356916918614,0.4766278388693404
103,0.4850460886955261,1.0048294661195334,0.4827148337604837
104,0.48455411195755,1.0043711372208177,0.482445277448288
105,0.4515241086483002,1.0039561970506157,0.4497448294803803
106,0.498194545507431,1.0035805576340422,0.4964170954865177
107,0.5353503823280334,1.0032405126224797,0.5336211761710288
108,0.4194626808166504,1.0029327023079886,0.4182361187858031
109,0.4801430702209473,1.002654081728279,0.47887210451816314
110,0.5440735220909119,1.002401891610779,0.5427698477470244
111,0.5048118233680725,1.0021736319206864,0.5037169281740034
112,0.5250309109687805,1.001967037794044,0.524000182805117
113,0.4623424112796783,1.0017800576525766,0.461520877509843
114,0.5293899178504944,1.001610833312137,0.528538530379012
115,0.530826210975647,1.001457681911041,0.5300535614871842
116,0.4854039251804352,1.0013190794982372,0.4847644822903724
117,0.4243170320987701,1.0011936461341386,0.42381115155611027
118,0.5492795705795288,1.0010801323690126,0.548686916081016
119,0.5695148706436157,1.000977406975095,0.5689587663768176
120,0.5491374731063843,1.0008844458190778,0.5486522199443268
121,0.4568607211112976,1.0008003217713273,0.4564953779218365
122,0.4880735874176025,1.0007241955571848,0.48772038248345945
123,0.4802129864692688,1.0006553074639777,0.47989850539673057
124,0.5239173173904419,1.0005929698250022,0.5236068343375148
125,0.4863665103912354,1.0005365602087464,0.48610568542319194
126,0.4613128304481506,1.0004855152480463,0.46108896472507066
127,0.515961766242981,1.000439325049762,0.5157351908545947
128,0.4971906244754791,1.000397528130943,0.49699305575493324
129,0.5221604704856873,1.0003597068323733,0.5219727133343884
130,0.5643181800842285,1.0003254831648882,0.5641345637809863
131,0.5221104621887207,1.0002945150479414,0.5219567380749832
132,0.4783346056938171,1.0002664929036438,0.4782071668773727
133,0.5283191800117493,1.0002411365728956,0.5281918136479747
134,0.4954886436462402,1.000218192523327,0.4953805553128693
135,0.5376555323600769,1.000197431321578,0.5375494032709757
136,0.5017003417015076,1.0001786453450072,0.5016107312793588
137,0.5095046758651733,1.0001616467102525,0.5094223294214931
138,0.4907411634922028,1.0001462653981634,0.4906693955376979
139,0.4844815731048584,1.0001323475565627,0.4844174616374544
140,0.4750946164131165,1.000119753964017,0.47503772876203965
141,0.4782062172889709,1.0001083586393917,0.47815440512821206
142,0.4891411662101746,1.0000980475833865,0.4890932118027066
143,0.4797544479370117,1.0000887176395565,0.47971188903054973
144,0.5156903862953186,1.000080275463494,0.5156489923334587
145,0.5250588655471802,1.000072636589924,0.5250207298317258
146,0.5516160726547241,1.0000657245884237,0.5515798202980522
148,0.4672311842441559,1.000053811142462,0.46720604335319793
149,0.6016008257865906,1.0000486904910408,0.6015715349731565
150,0.5312854647636414,1.0000440571057834,0.531262058894914
151,0.4937816560268402,1.000039864622303,0.49376197239230324
152,0.5406545996665955,1.0000360710874407,0.5406350983706886
153,0.5125263929367065,1.0000326385396479,0.5125096653696735
154,0.5859614014625549,1.000029532629273,0.5859440969927637
155,0.5093965530395508,1.000026722274957,0.5093829411685384
156,0.5672065019607544,1.0000241793527056,0.5671927876062908
157,0.5437678694725037,1.0000218784145354,0.5437559729539213
158,0.5234533548355103,1.000019796433879,0.5234429925309192
159,0.4734512865543365,1.0000179125752082,0.4734428059744677
160,0.4687630534172058,1.0000162079855694,0.468755455835542
161,0.6375122666358948,1.0000146656059519,0.637502917269317
162,0.5468854904174805,1.0000132700005981,0.5468782333429969
163,0.4671970903873444,1.0000120072025553,0.4671914807246032
164,0.5125088691711426,1.000010864573917,0.5125033010411457
165,0.5765705108642578,1.0000098306793634,0.5765648428401556
166,0.5046947002410889,1.0000088951717339,0.5046902109349902
167,0.5484439730644226,1.0000080486884828,0.5484395588452619
168,0.5265683531761169,1.0000072827579918,0.5265645183341628
169,0.5109429955482483,1.0000065897147918,0.51093962860182
170,0.5484423041343689,1.0000059626228548,0.5484390339992503
171,0.4812543988227844,1.0000053952061818,0.48125180237008525
172,0.5546914339065552,1.000004881785998,0.5546887260348993
173,0.462503582239151,1.0000044172239204,0.4625015392662885
174,0.5734407305717468,1.000003996870537,0.5734384386125467
175,0.531252920627594,1.0000036165188766,0.5312509993483266
176,0.5437526702880859,1.0000032723623065,0.5437508909381663
177,0.5171898603439331,1.0000029609564365,0.5171883289718215
178,0.5687522292137146,1.0000026791846488,0.5687507054255556
179,0.5515643954277039,1.0000024242269063,0.5515630583136973
180,0.5187517404556274,1.000002193531531,0.518750602559824
181,0.5250016450881958,1.0000019847896657,0.5250006030724244
182,0.4984389841556549,1.0000017959121685,0.4984380890046256
183,0.4671887755393982,1.0000016250087032,0.4671880163548056
184,0.5546886324882507,1.0000014703688214,0.5546878168925792
185,0.6390635371208191,1.0000013304448443,0.6390626868831621
186,0.5593759417533875,1.000001203836373,0.5593752683570933
187,0.5484383702278137,1.0000010892762734,0.5484377728275603
188,0.5218757390975952,1.0000009856179946,0.5218752247279828
189,0.4312507510185242,1.0000008918240937,0.43125036641905706
190,0.5703132152557373,1.000000806955853,0.5703127550385215
191,0.4937506318092346,1.0000007301638856,0.49375027129061805
192,0.5390630960464478,1.0000006606796337,0.5390627398986743
193,0.5515629649162292,1.0000005978076774,0.5515626351878514
194,0.5078128576278687,1.0000005409187747,0.5078125829425085
195,0.5031253695487976,1.000000489443563,0.5031251232974446
196,0.4593753814697266,1.0000004428668627,0.4593751780276827
197,0.6437503099441528,1.0000004007225192,0.6437500519790103
198,0.5656253099441528,1.0000003625887384,0.5656251048548597
199,0.6062502861022949,1.0000003280838647,0.6062500872014233
